ID,Code,Title,Official Link,ISO Number,Has Real Std,Detected Std,Issue Type,Severity,Detail
2651,F192,Firmware Rollback,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cmvp-validated-modules,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2003,F20,Crush 2 tonnes,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2736,F201,Security patches <7 days,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2738,F203,LTS support ≥2 years,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2739,F204,Track record ≥2 years,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2004,F21,Flex/torsion resistance,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2006,F23,Anti-perforation,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2009,F26,Bend cycles 10k,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2012,F29,Melting >1500°C,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2016,F33,Char barrier,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2017,F34,Post-fire legibility,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2028,F45,EMP resistance,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cryptographic-module-validati,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2029,F46,Radiation resistance,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2030,F47,Battery >10yr standby,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2033,F50,Data retention >10yr,https://csrc.nist.gov/publications/detail/fips/199/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2037,F54,Buttons >100k presses,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2039,F56,No degradation 5yr,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cmvp-validated-modules,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2043,F60,Sapphire crystal,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2049,F66,Steel stamping,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2055,F72,Warranty >2yr,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2056,F73,Warranty >5yr,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2058,F75,ECC memory,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2060,F77,Self-test at boot,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2208,F81,Nuclear hardening,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cmvp-validated-modules,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2209,F82,Space qualification,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-39.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2210,F83,Cryogenic -196°C,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2214,F87,Insect/rodent proof,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2222,F95,HALT testing,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2223,F96,HASS testing,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2967,S-ADV-FHE,Fully Homomorphic Encryption,https://csrc.nist.gov/projects/post-quantum-cryptography/fully-homomorphic-encryption,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3305,S-BANK-CYBER,Crypto Bank Cybersecurity,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3151,S-CEX-HSM,CEX HSM Key Management,https://csrc.nist.gov/projects/cryptographic-module-validation-program,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3171,S-CUST-HSM,Custody HSM Grade,https://csrc.nist.gov/publications/detail/fips/140/2/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2890,S-ETSI-001,ETSI TS 103 097 Secure Communication,https://pages.nist.gov/800-63-3/sp800-63b.html,,True,European Telecommunications Standards Institute,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2939,S-ISO-18033,ISO/IEC 18033 Encryption,https://csrc.nist.gov/projects/cryptographic-standards-and-guidelines,,True,International Electrotechnical Commission,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2938,S-PQC-SPHINCS,SPHINCS+ Hash Signatures,https://csrc.nist.gov/publications/detail/sp/800-208/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2953,S-SLIP-0044,SLIP-0044 Coin Types,https://www.nist.gov/cyberframework,,True,SatoshiLabs Improvement Proposal,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3203,S-STAKE-REDUND,Staking Redundancy,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1824,S01,AES-256,https://csrc.nist.gov/publications/detail/fips/197/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1825,S02,RSA-4096,https://csrc.nist.gov/publications/detail/fips/180/4/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1826,S03,ECDSA secp256k1,https://csrc.nist.gov/publications/detail/fips/186/5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1828,S05,SHA-256,https://csrc.nist.gov/publications/detail/sp/800-132/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2170,S120,Apple Secure Enclave,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2311,S138,PRIS,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2314,S141,ML-KEM (Kyber),https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.203.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2315,S142,ML-DSA (Dilithium),https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2316,S143,SLH-DSA (SPHINCS+),https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2317,S144,CRYSTALS-Kyber,https://csrc.nist.gov/publications/detail/sp/800-208/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2318,S145,CRYSTALS-Dilithium,https://csrc.nist.gov/projects/post-quantum-cryptography/round-3-candidate-algorithms,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1838,S15,Zero-knowledge ready,https://csrc.nist.gov/publications/detail/fips/140/2/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2449,S176,Fingerprint Authentication,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2450,S177,Face Recognition,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2452,S179,Voice Recognition,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2457,S184,SMS 2FA,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2458,S185,Email 2FA,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2459,S186,Authenticator App,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2460,S187,Key Rotation,https://csrc.nist.gov/publications/detail/sp/800-57%,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2461,S188,Key Escrow,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2462,S189,HSM Integration,https://csrc.nist.gov/publications/detail/fips/140/2/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2464,S191,Secure Boot,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-193.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2465,S192,Verified Boot,https://csrc.nist.gov/publications/detail/sp/800-193/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2468,S195,Tamper Response,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2469,S196,Mesh Shield,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2470,S197,Epoxy Potting,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2471,S198,Secure Supply Chain,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-161.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2472,S199,Device Attestation,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2474,S201,Firmware Verification,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2528,S202,CRYSTALS-Kyber,https://csrc.nist.gov/publications/detail/sp/800-208/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2529,S203,CRYSTALS-Dilithium,https://csrc.nist.gov/projects/post-quantum-cryptography/round-3-candidates/dilithium,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2530,S204,SPHINCS+,https://csrc.nist.gov/publications/detail/sp/800-208/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2531,S205,FALCON,https://csrc.nist.gov/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2532,S206,BIKE,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2533,S207,Classic McEliece,https://csrc.nist.gov/publications/detail/sp/800-56a/rev-3/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2539,S213,API Key Rotation,https://csrc.nist.gov/projects/risk-management/standards-and-guidelines/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2540,S214,GraphQL Security,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2542,S216,Zero Trust Architecture,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2543,S217,Least Privilege,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2544,S218,Microsegmentation,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2545,S219,Continuous Verification,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2546,S220,Rug Pull Protection,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2548,S222,Phishing Protection,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2550,S224,Approval Management,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2551,S225,Revoke.cash Integration,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2552,S226,Contract Verification,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2553,S227,Simulation Before Sign,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2560,S234,Homomorphic Encryption,https://csrc.nist.gov/publications/detail/sp/800-186/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2562,S236,Microchip ATECC608B,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2724,S266,JIL High,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2730,S272,Triple SE,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2732,S274,Active Shield,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2733,S275,Voltage Glitch Detection,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cmvp-validated-modules,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1873,S50,Secure Element présent,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1879,S56,Memory isolation,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cryptographic-standard-and-va,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1880,S57,Key never leaves SE,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1881,S58,Side-channel resistance,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1882,S59,DPA resistance,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cryptographic-module-validati,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1883,S60,SPA resistance,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1884,S61,Timing attack resistance,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-39.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1885,S62,Fault injection resistance,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cmvp-validated-modules,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1887,S64,Anti-tamper physique,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cryptographic-module-validati,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1888,S65,Auto-wipe on tamper,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cryptographic-standard-and-va,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1889,S66,Cold boot protection,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1890,S67,JTAG disabled,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1891,S68,TRNG hardware,https://csrc.nist.gov/projects/random-number-generation/statistical-test-suite,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1892,S69,CSPRNG,https://csrc.nist.gov/projects/cryptographic-standards-and-guidelines,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1893,S70,External entropy,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1894,S71,DRBG certified,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1895,S72,RNG health tests,https://csrc.nist.gov/projects/random-number-generation/statistical-test-suite,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1896,S73,Signed firmware,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cmvp-validated-modules,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1897,S74,Secure Boot,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cryptographic-module-validati,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1901,S78,Third-party audit,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1906,S83,Limited attempts,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1907,S84,Wipe after failures,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2136,S86,P-256 (secp256r1),https://csrc.nist.gov/projects/cryptographic-standards-and-guidelines/fips/186-5,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2137,S87,P-384 (secp384r1),https://csrc.nist.gov/projects/cryptographic-standards-and-guidelines/fips/186,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2139,S89,Kyber (Post-quantum),https://csrc.nist.gov/projects/post-quantum-cryptography/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2140,S90,Dilithium (Post-quantum),https://csrc.nist.gov/projects/post-quantum-cryptography/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2141,S91,SPHINCS+ (Post-quantum),https://csrc.nist.gov/projects/post-quantum-cryptography/round-3-candidate-algorithms,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2145,S95,bcrypt,https://csrc.nist.gov/publications/detail/sp/800-132/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2362,F116,NASA-STD-8739.4,https://standards.nasa.gov/standard/nasa/nasa-std-87394,,False,,INTERNAL_CRITERION,INFO,"This appears to be an internal SafeScoring criterion, not an official standard"
